"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"categorie";"label";"meetreeks";"seizoen";"ResultCalc";"Locatie";"watertype"
"7539";168122;"ANTKAL0001";"ANTKAL0001";NA;1;"-";"-";"3160";NA;NA;"23-005768";"ANTKAL0001";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs 3160";"sal_veld (g/kg)";"2022-2024";"zomer";0;"Boerenven";"Zs"
"7540";168123;"ANTKAL0001";"ANTKAL0001";NA;1;"-";"-";"3160";NA;NA;"23-005768";"ANTKAL0001";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"75,7";"75.7";"75,7";FALSE;FALSE;FALSE;"Zs 3160";"O2verz (%)";"2022-2024";"zomer";75,7;"Boerenven";"Zs"
"7541";168124;"ANTKAL0001";"ANTKAL0001";NA;1;"-";"-";"3160";NA;NA;"23-005768";"ANTKAL0001";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,78";"0.78";"0,78";FALSE;FALSE;FALSE;"Zs 3160";"SD_veld (m)";"2022-2024";"zomer";0,78;"Boerenven";"Zs"
"7542";168125;"ANTKAL0001";"ANTKAL0001";NA;1;"-";"-";"3160";NA;NA;"23-005768";"ANTKAL0001";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,78";"0.78";"0,78";FALSE;FALSE;FALSE;"Zs 3160";"WD_veld (m)";"2022-2024";"zomer";0,78;"Boerenven";"Zs"
"7543";168126;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"21,2";"21.2";"21,2";FALSE;FALSE;FALSE;"Zs 3160";"T_veld (°C)";"2022-2024";"zomer";21,2;"Nieuwe Gemeentebossen";"Zs"
"7544";168127;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,276";"4.276";"4,276";FALSE;FALSE;FALSE;"Zs 3160";"pH_veld (-)";"2022-2024";"zomer";4,276;"Nieuwe Gemeentebossen";"Zs"
"7545";168128;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"59,3";"59.3";"59,3";FALSE;FALSE;FALSE;"Zs 3160";"EGV25_veld (µS/cm)";"2022-2024";"zomer";59,3;"Nieuwe Gemeentebossen";"Zs"
"7546";168129;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"9,15";"9.15";"9,15";FALSE;FALSE;FALSE;"Zs 3160";"O2_veld (mg/L)";"2022-2024";"zomer";9,15;"Nieuwe Gemeentebossen";"Zs"
"7547";168130;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs 3160";"sal_veld (g/kg)";"2022-2024";"zomer";0;"Nieuwe Gemeentebossen";"Zs"
"7548";168131;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"104,3";"104.3";"104,3";FALSE;FALSE;FALSE;"Zs 3160";"O2verz (%)";"2022-2024";"zomer";104,3;"Nieuwe Gemeentebossen";"Zs"
"7549";168132;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,19";"0.19";"0,19";FALSE;FALSE;FALSE;"Zs 3160";"SD_veld (m)";"2022-2024";"zomer";0,19;"Nieuwe Gemeentebossen";"Zs"
"7550";168133;"ANTKAL0021";"ANTKAL0021";NA;1;"-";"-";"3160";NA;NA;"23-005769";"ANTKAL0021";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,19";"0.19";"0,19";FALSE;FALSE;FALSE;"Zs 3160";"WD_veld (m)";"2022-2024";"zomer";0,19;"Nieuwe Gemeentebossen";"Zs"
"7551";168134;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"23,9";"23.9";"23,9";FALSE;FALSE;FALSE;"Zs -";"T_veld (°C)";"2022-2024";"zomer";23,9;"Kleine Putse Moer";"Zs"
"7552";168135;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,37";"4.37";"4,37";FALSE;FALSE;FALSE;"Zs -";"pH_veld (-)";"2022-2024";"zomer";4,37;"Kleine Putse Moer";"Zs"
"7553";168136;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"97";"97";"97";FALSE;FALSE;FALSE;"Zs -";"EGV25_veld (µS/cm)";"2022-2024";"zomer";97;"Kleine Putse Moer";"Zs"
"7554";168137;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"9,4";"9.40";"9,4";FALSE;FALSE;FALSE;"Zs -";"O2_veld (mg/L)";"2022-2024";"zomer";9,4;"Kleine Putse Moer";"Zs"
"7555";168138;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs -";"sal_veld (g/kg)";"2022-2024";"zomer";0;"Kleine Putse Moer";"Zs"
"7556";168139;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"112,6";"112.6";"112,6";FALSE;FALSE;FALSE;"Zs -";"O2verz (%)";"2022-2024";"zomer";112,6;"Kleine Putse Moer";"Zs"
"7557";168140;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,12";"0.12";"0,12";FALSE;FALSE;FALSE;"Zs -";"SD_veld (m)";"2022-2024";"zomer";0,12;"Kleine Putse Moer";"Zs"
"7558";168141;"ANTKAL0386b";"ANTKAL0386b";NA;1;"-";"-";"-";NA;NA;"23-005770";"ANTKAL0386b";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,12";"0.12";"0,12";FALSE;FALSE;FALSE;"Zs -";"WD_veld (m)";"2022-2024";"zomer";0,12;"Kleine Putse Moer";"Zs"
"7559";168142;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"22,7";"22.7";"22,7";FALSE;FALSE;FALSE;"Zs gh";"T_veld (°C)";"2022-2024";"zomer";22,7;"bomput Kambuus";"Zs"
"7560";168143;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,046";"4.046";"4,046";FALSE;FALSE;FALSE;"Zs gh";"pH_veld (-)";"2022-2024";"zomer";4,046;"bomput Kambuus";"Zs"
"7561";168144;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"81,8";"81.8";"81,8";FALSE;FALSE;FALSE;"Zs gh";"EGV25_veld (µS/cm)";"2022-2024";"zomer";81,8;"bomput Kambuus";"Zs"
"7562";168145;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"9,79";"9.79";"9,79";FALSE;FALSE;FALSE;"Zs gh";"O2_veld (mg/L)";"2022-2024";"zomer";9,79;"bomput Kambuus";"Zs"
"7563";168146;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs gh";"sal_veld (g/kg)";"2022-2024";"zomer";0;"bomput Kambuus";"Zs"
"7564";168147;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"114,4";"114.4";"114,4";FALSE;FALSE;FALSE;"Zs gh";"O2verz (%)";"2022-2024";"zomer";114,4;"bomput Kambuus";"Zs"
"7565";168148;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,26";"0.26";"0,26";FALSE;FALSE;FALSE;"Zs gh";"SD_veld (m)";"2022-2024";"zomer";0,26;"bomput Kambuus";"Zs"
"7566";168149;"ANTKAL0276";"ANTKAL0276";NA;1;"-";"-";"gh";NA;NA;"23-005771";"ANTKAL0276";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,26";"0.26";"0,26";FALSE;FALSE;FALSE;"Zs gh";"WD_veld (m)";"2022-2024";"zomer";0,26;"bomput Kambuus";"Zs"
"7567";168150;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"21,9";"21.9";"21,9";FALSE;FALSE;FALSE;"Zs 3160";"T_veld (°C)";"2022-2024";"zomer";21,9;"Hangven";"Zs"
"7568";168151;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,629";"4.629";"4,629";FALSE;FALSE;FALSE;"Zs 3160";"pH_veld (-)";"2022-2024";"zomer";4,629;"Hangven";"Zs"
"7569";168152;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"25,4";"25.4";"25,4";FALSE;FALSE;FALSE;"Zs 3160";"EGV25_veld (µS/cm)";"2022-2024";"zomer";25,4;"Hangven";"Zs"
"7570";168153;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"5,63";"5.63";"5,63";FALSE;FALSE;FALSE;"Zs 3160";"O2_veld (mg/L)";"2022-2024";"zomer";5,63;"Hangven";"Zs"
"7571";168154;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs 3160";"sal_veld (g/kg)";"2022-2024";"zomer";0;"Hangven";"Zs"
"7572";168155;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"65,1";"65.1";"65,1";FALSE;FALSE;FALSE;"Zs 3160";"O2verz (%)";"2022-2024";"zomer";65,1;"Hangven";"Zs"
"7573";168156;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,09";"0.09";"0,09";FALSE;FALSE;FALSE;"Zs 3160";"SD_veld (m)";"2022-2024";"zomer";0,09;"Hangven";"Zs"
"7574";168157;"ANTKAL0478";"ANTKAL0478";NA;1;"-";"-";"3160";NA;NA;"23-005772";"ANTKAL0478";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,09";"0.09";"0,09";FALSE;FALSE;FALSE;"Zs 3160";"WD_veld (m)";"2022-2024";"zomer";0,09;"Hangven";"Zs"
"7575";168158;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"21,6";"21.6";"21,6";FALSE;FALSE;FALSE;"Zs 3130_aom";"T_veld (°C)";"2022-2024";"zomer";21,6;"Kriekelarenven";"Zs"
"7576";168159;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,306";"4.306";"4,306";FALSE;FALSE;FALSE;"Zs 3130_aom";"pH_veld (-)";"2022-2024";"zomer";4,306;"Kriekelarenven";"Zs"
"7577";168160;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"38,6";"38.6";"38,6";FALSE;FALSE;FALSE;"Zs 3130_aom";"EGV25_veld (µS/cm)";"2022-2024";"zomer";38,6;"Kriekelarenven";"Zs"
"7578";168161;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"9,47";"9.47";"9,47";FALSE;FALSE;FALSE;"Zs 3130_aom";"O2_veld (mg/L)";"2022-2024";"zomer";9,47;"Kriekelarenven";"Zs"
"7579";168162;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs 3130_aom";"sal_veld (g/kg)";"2022-2024";"zomer";0;"Kriekelarenven";"Zs"
"7580";168163;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"109";"109.0";"109";FALSE;FALSE;FALSE;"Zs 3130_aom";"O2verz (%)";"2022-2024";"zomer";109;"Kriekelarenven";"Zs"
"7581";168164;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"SD.VELD";"VELDMETING_W";"m";"SD_veld";"m";"0,3";"0.30";"0,3";FALSE;FALSE;FALSE;"Zs 3130_aom";"SD_veld (m)";"2022-2024";"zomer";0,3;"Kriekelarenven";"Zs"
"7582";168165;"ANTKAL0492";"ANTKAL0492";NA;1;"-";"-";"3130_aom;3160";NA;NA;"23-005773";"ANTKAL0492";"Kevin Scheers";"EMPTY";2023-07-24;"WD.VELD";"VELDMETING_W";"m";"WD_veld";"m";"0,3";"0.30";"0,3";FALSE;FALSE;FALSE;"Zs 3130_aom";"WD_veld (m)";"2022-2024";"zomer";0,3;"Kriekelarenven";"Zs"
"7583";168830;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"5,03";"5.03";"5,03";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"2022-2024";"zomer";5,03;"Duinven";"Zs"
"7584";168831;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"81,8";"81.80";"81,8";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"2022-2024";"zomer";81,8;"Duinven";"Zs"
"7585";168832;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";"2,444066667";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_OEP (mg/L)";"2022-2024";"zomer";2,5;"Duinven";"Zs"
"7586";168833;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";"0";"<1.20";"1,2";TRUE;FALSE;FALSE;"Zs 3160";"CO3 (mg/L)";"2022-2024";"zomer";0,6;"Duinven";"Zs"
"7587";168834;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";"0";"<0.36";"0,36";TRUE;FALSE;FALSE;"Zs 3160";"OH (mg/L)";"2022-2024";"zomer";0,18;"Duinven";"Zs"
"7588";168835;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"13,3113";"13.31";"13,31";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"2022-2024";"zomer";13,31;"Duinven";"Zs"
"7589";168836;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"0";"<0.02";"0,02";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"2022-2024";"zomer";0,01;"Duinven";"Zs"
"7590";168837;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"0,3294";"0.33";"0,33";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"2022-2024";"zomer";0,33;"Duinven";"Zs"
"7591";168838;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"2,8799";"2.88";"2,88";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"2022-2024";"zomer";2,88;"Duinven";"Zs"
"7592";168839;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"2022-2024";"zomer";0,05;"Duinven";"Zs"
"7593";168840;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"6,493";"6.49";"6,49";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"2022-2024";"zomer";6,49;"Duinven";"Zs"
"7594";168841;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"3,5567";"3.56";"3,56";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"2022-2024";"zomer";3,56;"Duinven";"Zs"
"7595";168842;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"3,5098";"3.51";"3,51";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"2022-2024";"zomer";3,51;"Duinven";"Zs"
"7596";168843;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,6568";"0.66";"0,66";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"2022-2024";"zomer";0,66;"Duinven";"Zs"
"7597";168844;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"0,9168";"0.92";"0,92";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"2022-2024";"zomer";0,92;"Duinven";"Zs"
"7598";168845;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Al";"ICP_MINMET_HNO3_1";"mg/L";"Al";"mg/L";"0,3093";"0.31";"0,31";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"2022-2024";"zomer";0,31;"Duinven";"Zs"
"7599";168846;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Fe";"ICP_MINMET_HNO3_1";"mg/L";"Fe";"mg/L";"2,6843";"2.68";"2,68";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"2022-2024";"zomer";2,68;"Duinven";"Zs"
"7600";168847;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Mn";"ICP_MINMET_HNO3_1";"mg/L";"Mn";"mg/L";"0,0404";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"2022-2024";"zomer";0,05;"Duinven";"Zs"
"7601";168848;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"S";"ICP_MINMET_HNO3_1";"mg/L";"S";"mg/L";"1,9391";"1.94";"1,94";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"2022-2024";"zomer";1,94;"Duinven";"Zs"
"7602";168849;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"Si";"ICP_MINMET_HNO3_1";"mg/L";"Si";"mg/L";"1,5557";"1.56";"1,56";FALSE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"2022-2024";"zomer";1,56;"Duinven";"Zs"
"7603";168850;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"45,93292956";"45.93";"45,93";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"2022-2024";"zomer";45,93;"Duinven";"Zs"
"7604";168851;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"23-005760";"ANTKAL0288";"Jo Packet";"EMPTY";2023-07-25;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"5,824256164";"5.82";"5,82";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"2022-2024";"zomer";5,82;"Duinven";"Zs"
